config_id,session_window,level_type,wick_to_body_min,PF_train_net_0_2,PF_val_net_0_2,N_train,N_val,DD_val,status
cfg_v46_0513,08:00-11:00,ASIA_HL,3.4,1.24,1.08,130,95,2.38,DISCARDED
cfg_v46_0514,08:00-11:00,NY_PRE_HL,2.6,0.82,0.83,138,54,5.35,DISCARDED
cfg_v46_0515,08:00-11:00,NY_PRE_HL,3.0,0.71,0.73,141,64,7.51,DISCARDED
cfg_v46_0516,08:00-11:00,ASIA_HL,2.6,0.76,0.67,101,98,2.95,DISCARDED
cfg_v46_0517,08:00-11:00,ASIA_HL,2.2,1.13,1.08,117,67,3.98,DISCARDED
cfg_v46_0518,08:00-11:00,NY_PRE_HL,3.4,1.04,1.02,136,92,5.79,DISCARDED
cfg_v46_0519,08:00-11:00,NY_PRE_HL,1.8,0.91,0.87,81,94,7.17,DISCARDED
cfg_v46_0520,08:00-11:00,NY_PRE_HL,3.4,0.90,0.90,133,69,3.10,DISCARDED
cfg_v46_0521,08:00-11:00,NY_PRE_HL,3.0,0.77,0.76,105,58,3.98,DISCARDED
cfg_v46_0522,08:00-11:00,ASIA_HL,3.4,0.84,0.79,104,82,1.94,DISCARDED
cfg_v46_0523,08:00-11:00,NY_PRE_HL,2.2,0.58,0.50,107,55,3.33,DISCARDED
cfg_v46_0524,08:00-11:00,ASIA_HL,3.4,0.94,0.87,150,88,7.21,DISCARDED
cfg_v46_0525,08:00-11:00,NY_PRE_HL,1.8,0.86,0.88,147,82,3.47,DISCARDED
cfg_v46_0526,08:00-11:00,NY_PRE_HL,3.0,0.77,0.67,100,77,6.03,DISCARDED
cfg_v46_0527,08:00-11:00,NY_PRE_HL,1.8,1.11,1.16,136,98,5.99,TOP_CANDIDATE
cfg_v46_0528,08:00-11:00,ASIA_HL,2.2,1.12,0.98,102,93,2.65,DISCARDED
cfg_v46_0529,08:00-11:00,ASIA_HL,2.2,1.12,0.96,100,90,2.58,DISCARDED
cfg_v46_0530,08:00-11:00,NY_PRE_HL,3.4,1.01,0.88,111,51,4.30,DISCARDED
cfg_v46_0531,08:00-11:00,NY_PRE_HL,1.8,0.88,0.79,143,93,5.48,DISCARDED
cfg_v46_0532,08:00-11:00,ASIA_HL,3.4,1.16,1.02,138,53,5.84,DISCARDED
cfg_v46_0533,08:00-11:00,NY_PRE_HL,2.2,0.72,0.73,130,70,1.55,DISCARDED
cfg_v46_0534,08:00-11:00,NY_PRE_HL,3.0,1.13,0.97,138,96,3.19,DISCARDED
cfg_v46_0535,08:00-11:00,NY_PRE_HL,2.6,1.08,0.99,116,63,6.42,DISCARDED
cfg_v46_0536,08:00-11:00,ASIA_HL,3.0,0.86,0.75,145,67,3.18,DISCARDED
cfg_v46_0537,08:00-11:00,ASIA_HL,1.8,0.85,0.80,136,66,1.92,DISCARDED
cfg_v46_0538,08:00-11:00,ASIA_HL,3.0,0.98,0.96,103,92,4.64,DISCARDED
cfg_v46_0539,08:00-11:00,NY_PRE_HL,3.4,0.86,0.88,110,70,6.18,DISCARDED
cfg_v46_0540,08:00-11:00,ASIA_HL,3.4,1.08,0.98,116,82,7.54,DISCARDED
cfg_v46_0541,08:00-11:00,ASIA_HL,2.6,1.07,1.07,126,87,2.31,DISCARDED
cfg_v46_0542,08:00-11:00,NY_PRE_HL,2.2,0.72,0.65,122,62,5.25,DISCARDED
cfg_v46_0543,08:00-11:00,NY_PRE_HL,2.2,1.19,1.03,121,67,4.18,DISCARDED
cfg_v46_0544,08:00-11:00,ASIA_HL,3.0,0.83,0.73,119,70,1.52,DISCARDED
cfg_v46_0545,08:00-11:00,ASIA_HL,2.6,0.84,0.78,96,87,2.05,DISCARDED
cfg_v46_0546,08:00-11:00,NY_PRE_HL,3.4,0.97,0.90,108,74,6.45,DISCARDED
cfg_v46_0547,08:00-11:00,ASIA_HL,2.6,0.80,0.79,97,94,6.15,DISCARDED
cfg_v46_0548,08:00-11:00,NY_PRE_HL,3.0,1.13,1.07,114,86,3.01,DISCARDED
cfg_v46_0549,08:00-11:00,ASIA_HL,3.0,0.90,0.81,141,73,4.16,DISCARDED
cfg_v46_0550,08:00-11:00,NY_PRE_HL,1.8,0.89,0.82,128,51,5.54,DISCARDED
cfg_v46_0551,08:00-11:00,ASIA_HL,2.2,1.25,1.13,87,87,2.04,DISCARDED
cfg_v46_0552,08:00-11:00,NY_PRE_HL,2.6,1.00,0.96,144,78,6.56,DISCARDED
cfg_v46_0553,08:00-11:00,NY_PRE_HL,2.2,0.91,0.94,137,74,3.99,DISCARDED
cfg_v46_0554,08:00-11:00,NY_PRE_HL,2.6,1.13,1.02,91,57,7.44,DISCARDED
cfg_v46_0555,08:00-11:00,NY_PRE_HL,2.6,1.23,1.26,85,88,5.19,TOP_CANDIDATE
cfg_v46_0556,08:00-11:00,NY_PRE_HL,2.6,1.05,0.98,147,76,5.48,DISCARDED
cfg_v46_0557,08:00-11:00,ASIA_HL,1.8,0.85,0.80,122,87,2.81,DISCARDED
cfg_v46_0558,08:00-11:00,ASIA_HL,1.8,0.92,0.88,118,51,4.45,DISCARDED
cfg_v46_0559,08:00-11:00,NY_PRE_HL,3.0,1.03,1.07,93,71,7.41,DISCARDED
cfg_v46_0560,08:00-11:00,ASIA_HL,2.2,0.80,0.82,107,68,4.60,DISCARDED
cfg_v46_0561,08:00-11:00,ASIA_HL,2.6,1.02,0.99,130,96,5.34,DISCARDED
cfg_v46_0562,08:00-11:00,ASIA_HL,3.0,1.19,1.18,88,62,3.53,TOP_CANDIDATE
cfg_v46_0563,08:00-11:00,NY_PRE_HL,3.0,0.73,0.69,115,83,7.85,DISCARDED
cfg_v46_0564,08:00-11:00,ASIA_HL,2.6,1.23,1.13,115,54,2.46,DISCARDED
cfg_v46_0565,08:00-11:00,NY_PRE_HL,2.6,1.03,1.03,105,72,5.85,DISCARDED
cfg_v46_0566,08:00-11:00,NY_PRE_HL,1.8,0.84,0.77,89,91,2.19,DISCARDED
cfg_v46_0567,08:00-11:00,ASIA_HL,3.0,1.11,1.04,90,69,6.03,DISCARDED
cfg_v46_0568,08:00-11:00,NY_PRE_HL,2.6,0.78,0.70,143,75,6.68,DISCARDED
cfg_v46_0569,08:00-11:00,ASIA_HL,3.0,1.23,1.26,113,64,4.52,TOP_CANDIDATE
cfg_v46_0570,08:00-11:00,ASIA_HL,2.2,0.71,0.62,84,79,3.62,DISCARDED
cfg_v46_0571,08:00-11:00,NY_PRE_HL,3.4,1.17,1.12,122,96,5.92,DISCARDED
cfg_v46_0572,08:00-11:00,ASIA_HL,3.0,0.81,0.75,128,53,4.62,DISCARDED
cfg_v46_0573,08:00-11:00,ASIA_HL,1.8,0.77,0.76,137,63,1.77,DISCARDED
cfg_v46_0574,08:00-11:00,NY_PRE_HL,2.2,0.79,0.68,130,97,2.10,DISCARDED
cfg_v46_0575,08:00-11:00,ASIA_HL,3.4,0.77,0.75,90,83,5.47,DISCARDED
cfg_v46_0576,08:00-11:00,NY_PRE_HL,3.0,0.87,0.84,148,98,2.94,DISCARDED
cfg_v46_0577,08:00-11:00,ASIA_HL,2.2,0.75,0.78,141,88,6.76,DISCARDED
cfg_v46_0578,08:00-11:00,ASIA_HL,1.8,0.89,0.93,89,78,5.26,DISCARDED
cfg_v46_0579,08:00-11:00,NY_PRE_HL,2.2,1.10,1.04,80,67,5.25,DISCARDED
cfg_v46_0580,08:00-11:00,ASIA_HL,1.8,0.88,0.87,150,70,7.51,DISCARDED
cfg_v46_0581,08:00-11:00,ASIA_HL,1.8,0.87,0.81,149,77,1.72,DISCARDED
cfg_v46_0582,08:00-11:00,NY_PRE_HL,1.8,0.67,0.64,126,65,4.11,DISCARDED
cfg_v46_0583,08:00-11:00,ASIA_HL,1.8,1.20,1.06,108,94,3.97,DISCARDED
cfg_v46_0584,08:00-11:00,ASIA_HL,1.8,1.07,1.00,100,75,6.02,DISCARDED
cfg_v46_0585,08:00-11:00,NY_PRE_HL,1.8,0.56,0.53,123,74,7.03,DISCARDED
cfg_v46_0586,08:00-11:00,ASIA_HL,2.2,0.93,0.95,130,91,6.78,DISCARDED
cfg_v46_0587,08:00-11:00,NY_PRE_HL,2.2,0.95,0.97,90,73,6.81,DISCARDED
cfg_v46_0588,08:00-11:00,NY_PRE_HL,2.2,1.26,1.07,99,90,7.72,DISCARDED
cfg_v46_0589,08:00-11:00,ASIA_HL,3.4,1.05,0.97,107,73,2.34,DISCARDED
cfg_v46_0590,08:00-11:00,ASIA_HL,1.8,0.95,0.82,141,95,3.66,DISCARDED
cfg_v46_0591,08:00-11:00,ASIA_HL,3.0,0.86,0.78,95,76,6.57,DISCARDED
cfg_v46_0592,08:00-11:00,NY_PRE_HL,3.4,1.29,1.32,86,50,7.87,TOP_CANDIDATE
cfg_v46_0593,08:00-11:00,NY_PRE_HL,2.2,0.63,0.58,83,97,4.15,DISCARDED
cfg_v46_0594,08:00-11:00,NY_PRE_HL,3.4,1.01,1.04,104,71,2.71,DISCARDED
cfg_v46_0595,08:00-11:00,ASIA_HL,3.4,1.01,0.89,105,91,5.45,DISCARDED
cfg_v46_0596,08:00-11:00,ASIA_HL,3.4,1.01,1.05,143,76,3.53,DISCARDED
cfg_v46_0597,08:00-11:00,NY_PRE_HL,3.4,0.97,0.96,129,61,3.29,DISCARDED
cfg_v46_0598,08:00-11:00,NY_PRE_HL,2.2,1.07,0.98,95,73,6.44,DISCARDED
cfg_v46_0599,08:00-11:00,NY_PRE_HL,3.4,1.00,0.99,145,97,5.07,DISCARDED
cfg_v46_0600,08:00-11:00,NY_PRE_HL,1.8,0.96,0.89,105,78,3.93,DISCARDED
cfg_v46_0601,08:00-11:00,NY_PRE_HL,2.6,0.90,0.93,122,88,2.63,DISCARDED
cfg_v46_0602,08:00-11:00,ASIA_HL,2.2,0.88,0.81,98,93,6.93,DISCARDED
cfg_v46_0603,08:00-11:00,ASIA_HL,3.0,1.27,1.29,118,77,6.65,TOP_CANDIDATE
cfg_v46_0604,08:00-11:00,NY_PRE_HL,1.8,1.15,1.00,120,68,5.99,DISCARDED
cfg_v46_0605,08:00-11:00,ASIA_HL,3.4,1.01,0.94,122,66,3.18,DISCARDED
cfg_v46_0606,08:00-11:00,ASIA_HL,2.2,0.76,0.70,94,78,3.28,DISCARDED
cfg_v46_0607,08:00-11:00,ASIA_HL,2.6,0.97,0.90,127,75,4.99,DISCARDED
cfg_v46_0608,08:00-11:00,NY_PRE_HL,2.6,1.03,1.03,89,92,1.82,DISCARDED
cfg_v46_0609,08:00-11:00,ASIA_HL,2.6,0.88,0.80,102,51,3.26,DISCARDED
cfg_v46_0610,08:00-11:00,ASIA_HL,1.8,0.89,0.89,137,61,3.13,DISCARDED
cfg_v46_0611,08:00-11:00,ASIA_HL,2.2,1.02,0.95,142,90,2.40,DISCARDED
cfg_v46_0612,08:00-11:00,ASIA_HL,3.4,0.95,0.83,97,62,7.30,DISCARDED
cfg_v46_0613,08:00-11:00,NY_PRE_HL,2.6,0.83,0.77,150,54,1.65,DISCARDED
cfg_v46_0614,08:00-11:00,NY_PRE_HL,3.0,1.14,1.17,83,82,4.45,TOP_CANDIDATE
cfg_v46_0615,08:00-11:00,NY_PRE_HL,3.4,0.94,0.85,118,94,7.88,DISCARDED
cfg_v46_0616,08:00-11:00,ASIA_HL,1.8,0.84,0.75,104,96,3.76,DISCARDED
cfg_v46_0617,08:00-11:00,NY_PRE_HL,2.6,0.91,0.80,82,68,4.94,DISCARDED
cfg_v46_0618,08:00-11:00,NY_PRE_HL,3.4,1.08,0.96,144,83,2.83,DISCARDED
cfg_v46_0619,08:00-11:00,NY_PRE_HL,2.6,1.30,1.13,98,65,7.48,DISCARDED
cfg_v46_0620,08:00-11:00,NY_PRE_HL,2.2,0.80,0.80,90,72,7.05,DISCARDED
cfg_v46_0621,08:00-11:00,NY_PRE_HL,2.6,0.89,0.88,111,97,3.82,DISCARDED
cfg_v46_0622,08:00-11:00,NY_PRE_HL,2.6,1.11,1.08,148,94,5.57,DISCARDED
cfg_v46_0623,08:00-11:00,NY_PRE_HL,2.6,0.81,0.70,120,70,6.33,DISCARDED
cfg_v46_0624,08:00-11:00,ASIA_HL,2.6,1.20,1.19,117,95,5.74,TOP_CANDIDATE
cfg_v46_0625,08:00-11:00,ASIA_HL,3.0,1.02,0.95,95,93,6.61,DISCARDED
cfg_v46_0626,08:00-11:00,NY_PRE_HL,3.4,0.94,0.91,96,85,5.48,DISCARDED
cfg_v46_0627,08:00-11:00,ASIA_HL,2.6,0.81,0.72,91,86,3.07,DISCARDED
cfg_v46_0628,08:00-11:00,NY_PRE_HL,3.0,0.99,0.97,97,84,6.71,DISCARDED
cfg_v46_0629,08:00-11:00,ASIA_HL,2.2,1.11,0.98,85,50,6.73,DISCARDED
cfg_v46_0630,08:00-11:00,ASIA_HL,1.8,0.89,0.87,80,91,5.16,DISCARDED
cfg_v46_0631,08:00-11:00,ASIA_HL,2.6,0.81,0.71,90,87,7.72,DISCARDED
cfg_v46_0632,08:00-11:00,ASIA_HL,3.0,0.93,0.80,97,93,3.55,DISCARDED
cfg_v46_0633,08:00-11:00,NY_PRE_HL,1.8,1.17,1.03,123,95,6.79,DISCARDED
cfg_v46_0634,08:00-11:00,NY_PRE_HL,3.4,1.05,0.95,93,93,5.11,DISCARDED
cfg_v46_0635,08:00-11:00,ASIA_HL,3.4,1.19,1.12,86,97,5.86,DISCARDED
cfg_v46_0636,08:00-11:00,NY_PRE_HL,1.8,1.06,0.96,141,62,7.76,DISCARDED
cfg_v46_0637,08:00-11:00,ASIA_HL,1.8,0.86,0.88,96,61,2.88,DISCARDED
cfg_v46_0638,08:00-11:00,NY_PRE_HL,2.2,1.33,1.34,120,70,2.33,TOP_CANDIDATE
cfg_v46_0639,08:00-11:00,NY_PRE_HL,3.4,0.88,0.78,104,51,6.06,DISCARDED
cfg_v46_0640,08:00-11:00,ASIA_HL,3.4,0.70,0.68,107,91,7.58,DISCARDED
cfg_v46_0641,08:00-11:00,ASIA_HL,3.0,1.34,1.39,87,63,3.92,TOP_CANDIDATE
cfg_v46_0642,08:00-11:00,NY_PRE_HL,3.0,1.13,1.00,117,58,6.86,DISCARDED
cfg_v46_0643,08:00-11:00,ASIA_HL,3.0,0.74,0.73,108,52,2.68,DISCARDED
cfg_v46_0644,08:00-11:00,ASIA_HL,3.0,1.03,0.92,136,65,2.59,DISCARDED
cfg_v46_0645,08:00-11:00,ASIA_HL,2.2,1.11,0.98,127,91,6.64,DISCARDED
cfg_v46_0646,08:00-11:00,NY_PRE_HL,3.0,0.95,0.93,112,71,4.07,DISCARDED
cfg_v46_0647,08:00-11:00,ASIA_HL,3.0,1.04,1.05,96,90,4.83,DISCARDED
cfg_v46_0648,08:00-11:00,NY_PRE_HL,3.0,0.92,0.94,141,82,7.90,DISCARDED
cfg_v46_0649,08:00-11:00,NY_PRE_HL,2.6,1.18,1.17,82,58,4.06,TOP_CANDIDATE
cfg_v46_0650,08:00-11:00,ASIA_HL,1.8,0.75,0.66,81,66,7.93,DISCARDED
cfg_v46_0651,08:00-11:00,ASIA_HL,2.2,0.94,0.83,90,94,4.57,DISCARDED
cfg_v46_0652,08:00-11:00,ASIA_HL,1.8,0.77,0.76,124,73,2.83,DISCARDED
cfg_v46_0653,08:00-11:00,NY_PRE_HL,3.4,0.94,0.81,106,88,7.97,DISCARDED
cfg_v46_0654,08:00-11:00,NY_PRE_HL,3.0,0.69,0.62,143,69,5.65,DISCARDED
cfg_v46_0655,08:00-11:00,ASIA_HL,2.2,1.00,0.97,85,96,3.65,DISCARDED
cfg_v46_0656,08:00-11:00,ASIA_HL,2.2,0.83,0.84,87,91,4.73,DISCARDED
cfg_v46_0657,08:00-11:00,ASIA_HL,1.8,0.94,0.89,88,57,6.77,DISCARDED
cfg_v46_0658,08:00-11:00,NY_PRE_HL,1.8,1.03,0.99,86,77,3.03,DISCARDED
cfg_v46_0659,08:00-11:00,NY_PRE_HL,3.0,0.88,0.86,119,60,5.23,DISCARDED
cfg_v46_0660,08:00-11:00,ASIA_HL,3.4,1.25,1.07,80,58,6.57,DISCARDED
cfg_v46_0661,08:00-11:00,ASIA_HL,3.0,0.78,0.78,120,75,3.77,DISCARDED
cfg_v46_0662,08:00-11:00,NY_PRE_HL,1.8,1.14,1.05,103,71,2.26,DISCARDED
cfg_v46_0663,08:00-11:00,ASIA_HL,3.4,0.96,0.84,147,50,7.40,DISCARDED
cfg_v46_0664,08:00-11:00,NY_PRE_HL,2.2,1.06,0.99,116,95,4.69,DISCARDED
cfg_v46_0665,08:00-11:00,NY_PRE_HL,3.0,0.75,0.72,104,100,6.36,DISCARDED
cfg_v46_0666,08:00-11:00,NY_PRE_HL,2.2,1.19,1.04,140,53,7.18,DISCARDED
cfg_v46_0667,08:00-11:00,NY_PRE_HL,2.2,0.90,0.93,82,80,6.65,DISCARDED
cfg_v46_0668,08:00-11:00,ASIA_HL,3.4,1.18,1.01,131,52,2.61,DISCARDED
cfg_v46_0669,08:00-11:00,NY_PRE_HL,3.4,1.02,0.93,136,97,3.18,DISCARDED
cfg_v46_0670,08:00-11:00,ASIA_HL,1.8,0.85,0.72,82,60,2.21,DISCARDED
cfg_v46_0671,08:00-11:00,ASIA_HL,3.0,0.99,1.01,108,95,4.83,DISCARDED
cfg_v46_0672,08:00-11:00,NY_PRE_HL,3.0,1.04,0.94,147,98,3.31,DISCARDED
cfg_v46_0673,08:00-11:00,NY_PRE_HL,1.8,1.14,0.97,135,69,5.63,DISCARDED
cfg_v46_0674,08:00-11:00,NY_PRE_HL,2.2,1.28,1.31,135,86,4.21,TOP_CANDIDATE
cfg_v46_0675,08:00-11:00,NY_PRE_HL,2.2,0.94,0.80,148,62,2.22,DISCARDED
cfg_v46_0676,08:00-11:00,NY_PRE_HL,1.8,0.94,0.93,101,72,4.80,DISCARDED
cfg_v46_0677,08:00-11:00,ASIA_HL,3.0,0.99,1.01,90,64,1.97,DISCARDED
cfg_v46_0678,08:00-11:00,ASIA_HL,2.6,0.92,0.80,107,66,5.49,DISCARDED
cfg_v46_0679,08:00-11:00,ASIA_HL,2.2,0.83,0.83,115,74,2.85,DISCARDED
cfg_v46_0680,08:00-11:00,NY_PRE_HL,2.6,1.25,1.23,104,83,7.61,TOP_CANDIDATE
cfg_v46_0681,08:00-11:00,NY_PRE_HL,1.8,0.70,0.60,115,84,5.23,DISCARDED
cfg_v46_0682,08:00-11:00,ASIA_HL,1.8,1.06,1.11,150,67,5.00,DISCARDED
cfg_v46_0683,08:00-11:00,NY_PRE_HL,2.2,0.82,0.74,147,90,2.54,DISCARDED
cfg_v46_0684,08:00-11:00,ASIA_HL,2.6,1.02,0.98,82,54,4.57,DISCARDED
cfg_v46_0685,08:00-11:00,ASIA_HL,1.8,0.99,0.88,123,84,5.42,DISCARDED
cfg_v46_0686,08:00-11:00,NY_PRE_HL,2.2,0.90,0.94,93,66,7.50,DISCARDED
cfg_v46_0687,08:00-11:00,ASIA_HL,2.2,1.00,0.95,99,94,7.08,DISCARDED
cfg_v46_0688,08:00-11:00,NY_PRE_HL,3.4,1.20,1.07,101,83,4.92,DISCARDED
cfg_v46_0689,08:00-11:00,ASIA_HL,2.2,1.18,1.05,86,97,7.76,DISCARDED
cfg_v46_0690,08:00-11:00,ASIA_HL,3.0,0.94,0.81,144,90,4.89,DISCARDED
cfg_v46_0691,08:00-11:00,NY_PRE_HL,2.6,1.12,1.13,103,56,6.15,DISCARDED
cfg_v46_0692,08:00-11:00,NY_PRE_HL,2.6,1.01,1.03,143,100,4.62,DISCARDED
cfg_v46_0693,08:00-11:00,ASIA_HL,2.2,0.89,0.78,149,76,1.97,DISCARDED
cfg_v46_0694,08:00-11:00,NY_PRE_HL,2.6,0.90,0.92,94,90,6.03,DISCARDED
cfg_v46_0695,08:00-11:00,ASIA_HL,2.6,1.05,0.93,128,94,5.68,DISCARDED
cfg_v46_0696,08:00-11:00,ASIA_HL,3.0,1.13,1.14,92,50,7.62,DISCARDED
cfg_v46_0697,08:00-11:00,NY_PRE_HL,2.6,1.17,1.01,140,62,5.48,DISCARDED
cfg_v46_0698,08:00-11:00,NY_PRE_HL,2.6,0.85,0.88,101,97,6.83,DISCARDED
cfg_v46_0699,08:00-11:00,ASIA_HL,2.2,0.93,0.83,133,58,1.97,DISCARDED
cfg_v46_0700,08:00-11:00,NY_PRE_HL,1.8,1.00,1.01,119,74,7.05,DISCARDED
cfg_v46_0701,08:00-11:00,ASIA_HL,3.4,0.85,0.86,82,56,3.42,DISCARDED
cfg_v46_0702,08:00-11:00,ASIA_HL,1.8,1.14,0.98,82,62,2.13,DISCARDED
cfg_v46_0703,08:00-11:00,ASIA_HL,1.8,1.16,0.99,99,83,1.77,DISCARDED
cfg_v46_0704,08:00-11:00,NY_PRE_HL,2.2,1.20,1.04,101,51,6.42,DISCARDED
cfg_v46_0705,08:00-11:00,ASIA_HL,3.0,1.06,1.11,127,59,4.19,DISCARDED
cfg_v46_0706,08:00-11:00,NY_PRE_HL,2.6,1.05,1.09,96,53,5.79,DISCARDED
cfg_v46_0707,08:00-11:00,NY_PRE_HL,2.2,0.78,0.78,100,66,3.60,DISCARDED
cfg_v46_0708,08:00-11:00,ASIA_HL,2.2,1.16,1.02,127,94,6.62,DISCARDED
cfg_v46_0709,08:00-11:00,ASIA_HL,2.6,0.75,0.73,143,71,2.22,DISCARDED
cfg_v46_0710,08:00-11:00,NY_PRE_HL,3.4,1.07,1.08,80,67,2.82,DISCARDED
cfg_v46_0711,08:00-11:00,NY_PRE_HL,2.6,0.91,0.83,97,70,3.46,DISCARDED
cfg_v46_0712,08:00-11:00,NY_PRE_HL,3.0,0.96,0.88,145,86,3.18,DISCARDED
cfg_v46_0713,08:00-11:00,ASIA_HL,3.0,1.03,0.95,99,79,5.35,DISCARDED
cfg_v46_0714,08:00-11:00,ASIA_HL,2.2,0.86,0.87,84,89,2.47,DISCARDED
cfg_v46_0715,08:00-11:00,ASIA_HL,1.8,0.97,0.90,113,63,7.71,DISCARDED
cfg_v46_0716,08:00-11:00,ASIA_HL,3.0,1.03,0.93,125,76,3.70,DISCARDED
cfg_v46_0717,08:00-11:00,ASIA_HL,2.6,0.95,0.89,112,100,7.49,DISCARDED
cfg_v46_0718,08:00-11:00,ASIA_HL,3.0,0.95,0.97,105,87,7.85,DISCARDED
cfg_v46_0719,08:00-11:00,ASIA_HL,2.6,1.05,1.07,134,67,5.13,DISCARDED
cfg_v46_0720,08:00-11:00,NY_PRE_HL,2.6,0.81,0.77,143,75,2.03,DISCARDED
cfg_v46_0721,08:00-11:00,ASIA_HL,3.0,1.01,1.03,113,87,2.55,DISCARDED
cfg_v46_0722,08:00-11:00,ASIA_HL,2.6,0.83,0.86,83,89,7.44,DISCARDED
cfg_v46_0723,08:00-11:00,ASIA_HL,2.2,1.05,1.05,85,61,4.01,DISCARDED
cfg_v46_0724,08:00-11:00,ASIA_HL,3.4,0.77,0.71,150,74,3.77,DISCARDED
cfg_v46_0725,08:00-11:00,ASIA_HL,3.0,1.03,0.98,123,75,1.50,DISCARDED
cfg_v46_0726,08:00-11:00,NY_PRE_HL,3.0,1.16,1.12,148,59,2.94,DISCARDED
cfg_v46_0727,08:00-11:00,ASIA_HL,3.4,0.83,0.72,130,91,5.13,DISCARDED
cfg_v46_0728,08:00-11:00,ASIA_HL,1.8,0.87,0.86,85,57,3.89,DISCARDED
cfg_v46_0729,08:00-11:00,NY_PRE_HL,2.6,0.91,0.87,134,69,5.68,DISCARDED
cfg_v46_0730,08:00-11:00,ASIA_HL,3.4,0.76,0.75,122,80,4.90,DISCARDED
cfg_v46_0731,08:00-11:00,NY_PRE_HL,3.0,0.91,0.87,105,71,6.82,DISCARDED
cfg_v46_0732,08:00-11:00,ASIA_HL,2.6,1.32,1.20,135,74,7.20,TOP_CANDIDATE
cfg_v46_0733,08:00-11:00,ASIA_HL,1.8,0.79,0.76,135,55,3.53,DISCARDED
cfg_v46_0734,08:00-11:00,NY_PRE_HL,1.8,0.94,0.93,112,81,7.71,DISCARDED
cfg_v46_0735,08:00-11:00,NY_PRE_HL,2.6,0.79,0.82,118,65,2.46,DISCARDED
cfg_v46_0736,08:00-11:00,ASIA_HL,2.2,0.77,0.73,93,99,4.85,DISCARDED
cfg_v46_0737,08:00-11:00,NY_PRE_HL,2.6,1.00,0.86,81,80,4.90,DISCARDED
cfg_v46_0738,08:00-11:00,NY_PRE_HL,2.2,1.01,1.05,93,98,2.62,DISCARDED
cfg_v46_0739,08:00-11:00,ASIA_HL,2.2,1.04,1.08,126,77,5.82,DISCARDED
cfg_v46_0740,08:00-11:00,NY_PRE_HL,1.8,0.99,0.97,101,57,6.00,DISCARDED
cfg_v46_0741,08:00-11:00,ASIA_HL,2.2,1.03,1.07,111,94,7.13,DISCARDED
cfg_v46_0742,08:00-11:00,ASIA_HL,2.6,0.84,0.87,85,60,2.31,DISCARDED
cfg_v46_0743,08:00-11:00,NY_PRE_HL,3.0,1.06,1.10,120,92,1.69,DISCARDED
cfg_v46_0744,08:00-11:00,ASIA_HL,3.4,0.84,0.84,94,94,5.52,DISCARDED
cfg_v46_0745,08:00-11:00,NY_PRE_HL,3.4,0.99,1.03,111,93,2.83,DISCARDED
cfg_v46_0746,08:00-11:00,NY_PRE_HL,2.6,1.08,1.04,121,97,1.50,DISCARDED
cfg_v46_0747,08:00-11:00,ASIA_HL,3.4,1.09,1.02,104,99,4.29,DISCARDED
cfg_v46_0748,08:00-11:00,ASIA_HL,3.4,0.87,0.88,140,78,1.80,DISCARDED
cfg_v46_0749,08:00-11:00,NY_PRE_HL,3.0,1.16,0.99,105,98,7.16,DISCARDED
cfg_v46_0750,08:00-11:00,NY_PRE_HL,2.6,1.01,0.93,123,93,7.16,DISCARDED
cfg_v46_0751,08:00-11:00,NY_PRE_HL,3.0,1.08,1.03,137,87,2.23,DISCARDED
cfg_v46_0752,08:00-11:00,NY_PRE_HL,2.2,0.79,0.75,97,95,2.56,DISCARDED
cfg_v46_0753,08:00-11:00,NY_PRE_HL,1.8,0.86,0.77,136,65,2.93,DISCARDED
cfg_v46_0754,08:00-11:00,NY_PRE_HL,2.2,0.82,0.81,146,67,7.57,DISCARDED
cfg_v46_0755,08:00-11:00,ASIA_HL,2.2,1.09,0.95,109,75,4.17,DISCARDED
cfg_v46_0756,08:00-11:00,NY_PRE_HL,2.2,0.82,0.75,109,52,3.73,DISCARDED
cfg_v46_0757,08:00-11:00,ASIA_HL,3.4,0.94,0.89,97,76,1.64,DISCARDED
cfg_v46_0758,08:00-11:00,ASIA_HL,3.0,1.06,1.03,113,96,4.71,DISCARDED
cfg_v46_0759,08:00-11:00,ASIA_HL,1.8,0.88,0.91,99,96,4.92,DISCARDED
cfg_v46_0760,08:00-11:00,NY_PRE_HL,2.2,0.94,0.92,126,79,2.13,DISCARDED
cfg_v46_0761,08:00-11:00,ASIA_HL,1.8,0.80,0.83,145,71,3.76,DISCARDED
cfg_v46_0762,08:00-11:00,ASIA_HL,3.4,0.89,0.78,148,95,7.73,DISCARDED
cfg_v46_0763,08:00-11:00,ASIA_HL,3.0,0.75,0.76,128,50,4.51,DISCARDED
cfg_v46_0764,08:00-11:00,NY_PRE_HL,3.0,1.12,1.00,148,99,3.90,DISCARDED
cfg_v46_0765,08:00-11:00,NY_PRE_HL,3.0,1.07,1.05,82,94,1.66,DISCARDED
cfg_v46_0766,08:00-11:00,ASIA_HL,2.2,0.91,0.84,126,55,7.34,DISCARDED
cfg_v46_0767,08:00-11:00,ASIA_HL,2.6,0.92,0.90,132,81,3.62,DISCARDED
cfg_v46_0768,08:00-11:00,ASIA_HL,2.2,0.77,0.73,104,55,5.21,DISCARDED
cfg_v46_0769,08:00-11:00,ASIA_HL,2.2,0.96,0.96,125,68,7.57,DISCARDED
